                                                    
{'loss': 0.6938, 'grad_norm': 38.45811080932617, 'learning_rate': 4.3795620437956205e-09, 'rewards/chosen': 0.0014656067360192537, 'rewards/rejected': 0.010996627621352673, 'rewards/accuracies': 0.33125001192092896, 'rewards/margins': -0.009534835815429688, 'logps/chosen': -345.25, 'logps/rejected': -172.0, 'logits/chosen': -6.46875, 'logits/rejected': -6.346875190734863, 'epoch': 0.0}
{'loss': 0.1006, 'grad_norm': 30.70305061340332, 'learning_rate': 8.200062800624283e-07, 'rewards/chosen': 0.6714843511581421, 'rewards/rejected': -13.201562881469727, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 13.870312690734863, 'logps/chosen': -447.4750061035156, 'logps/rejected': -273.04998779296875, 'logits/chosen': -10.287500381469727, 'logits/rejected': -10.012499809265137, 'epoch': 1.59}
{'loss': 0.1526, 'grad_norm': 11.001321792602539, 'learning_rate': 8.172487135737434e-07, 'rewards/chosen': -0.8707519769668579, 'rewards/rejected': -14.609375, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 13.741406440734863, 'logps/chosen': -324.25, 'logps/rejected': -282.7250061035156, 'logits/chosen': -10.346875190734863, 'logits/rejected': -10.024999618530273, 'epoch': 1.6}
{'loss': 0.1727, 'grad_norm': 23.52263641357422, 'learning_rate': 8.144755553000317e-07, 'rewards/chosen': -0.0419921875, 'rewards/rejected': -15.501562118530273, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 15.464062690734863, 'logps/chosen': -386.32501220703125, 'logps/rejected': -257.67498779296875, 'logits/chosen': -10.209375381469727, 'logits/rejected': -10.165624618530273, 'epoch': 1.6}
{'loss': 0.1843, 'grad_norm': 110.79419708251953, 'learning_rate': 8.116869670324846e-07, 'rewards/chosen': -1.451757788658142, 'rewards/rejected': -14.614062309265137, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 13.158594131469727, 'logps/chosen': -242.375, 'logps/rejected': -297.8500061035156, 'logits/chosen': -10.028124809265137, 'logits/rejected': -9.587499618530273, 'epoch': 1.61}
{'loss': 0.1413, 'grad_norm': 14.819255828857422, 'learning_rate': 8.088831114625073e-07, 'rewards/chosen': 0.3499999940395355, 'rewards/rejected': -13.524999618530273, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 13.868749618530273, 'logps/chosen': -424.2250061035156, 'logps/rejected': -258.29998779296875, 'logits/chosen': -9.860937118530273, 'logits/rejected': -9.800000190734863, 'epoch': 1.61}
{'loss': 0.1644, 'grad_norm': 44.40117263793945, 'learning_rate': 8.06064152172228e-07, 'rewards/chosen': 0.10703124850988388, 'rewards/rejected': -17.001562118530273, 'rewards/accuracies': 0.8999999761581421, 'rewards/margins': 17.111719131469727, 'logps/chosen': -413.04998779296875, 'logps/rejected': -298.79998779296875, 'logits/chosen': -9.917187690734863, 'logits/rejected': -9.734375, 'epoch': 1.61}
{'loss': 0.1143, 'grad_norm': 14.022897720336914, 'learning_rate': 8.032302536249537e-07, 'rewards/chosen': -1.4015624523162842, 'rewards/rejected': -17.579687118530273, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 16.202342987060547, 'logps/chosen': -287.6000061035156, 'logps/rejected': -318.07501220703125, 'logits/chosen': -10.100000381469727, 'logits/rejected': -9.787500381469727, 'epoch': 1.62}
{'loss': 0.084, 'grad_norm': 17.003093719482422, 'learning_rate': 8.003815811555754e-07, 'rewards/chosen': -1.0652344226837158, 'rewards/rejected': -19.806249618530273, 'rewards/accuracies': 0.956250011920929, 'rewards/margins': 18.740625381469727, 'logps/chosen': -326.1000061035156, 'logps/rejected': -324.2749938964844, 'logits/chosen': -10.184374809265137, 'logits/rejected': -9.831250190734863, 'epoch': 1.62}
{'loss': 0.1554, 'grad_norm': 16.020164489746094, 'learning_rate': 7.975183009609222e-07, 'rewards/chosen': -1.267187476158142, 'rewards/rejected': -16.637500762939453, 'rewards/accuracies': 0.9437500238418579, 'rewards/margins': 15.372655868530273, 'logps/chosen': -369.9750061035156, 'logps/rejected': -308.0, 'logits/chosen': -10.293749809265137, 'logits/rejected': -10.0625, 'epoch': 1.63}
{'loss': 0.2296, 'grad_norm': 29.435592651367188, 'learning_rate': 7.946405800900647e-07, 'rewards/chosen': -1.3125488758087158, 'rewards/rejected': -18.782812118530273, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 17.470312118530273, 'logps/chosen': -388.0, 'logps/rejected': -306.8500061035156, 'logits/chosen': -9.865625381469727, 'logits/rejected': -9.753125190734863, 'epoch': 1.63}
{'loss': 0.1335, 'grad_norm': 7.651379108428955, 'learning_rate': 7.917485864345697e-07, 'rewards/chosen': -1.5490233898162842, 'rewards/rejected': -23.546875, 'rewards/accuracies': 0.9375, 'rewards/margins': 21.9765625, 'logps/chosen': -298.7749938964844, 'logps/rejected': -373.6000061035156, 'logits/chosen': -9.884374618530273, 'logits/rejected': -9.384374618530273, 'epoch': 1.64}
{'loss': 0.0788, 'grad_norm': 4.578831195831299, 'learning_rate': 7.888424887187043e-07, 'rewards/chosen': 0.8646484613418579, 'rewards/rejected': -15.6875, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 16.537500381469727, 'logps/chosen': -573.5, 'logps/rejected': -306.8500061035156, 'logits/chosen': -9.495312690734863, 'logits/rejected': -9.478124618530273, 'epoch': 1.64}
{'loss': 0.1826, 'grad_norm': 18.66615867614746, 'learning_rate': 7.859224564895928e-07, 'rewards/chosen': -2.2760252952575684, 'rewards/rejected': -15.4765625, 'rewards/accuracies': 0.90625, 'rewards/margins': 13.203125, 'logps/chosen': -329.4750061035156, 'logps/rejected': -312.0, 'logits/chosen': -10.03125, 'logits/rejected': -9.612500190734863, 'epoch': 1.65}
{'loss': 0.2101, 'grad_norm': 20.689157485961914, 'learning_rate': 7.829886601073248e-07, 'rewards/chosen': -2.090625047683716, 'rewards/rejected': -20.8046875, 'rewards/accuracies': 0.9312499761581421, 'rewards/margins': 18.717187881469727, 'logps/chosen': -280.32501220703125, 'logps/rejected': -357.3999938964844, 'logits/chosen': -10.109375, 'logits/rejected': -9.618749618530273, 'epoch': 1.65}
{'loss': 0.1984, 'grad_norm': 37.744266510009766, 'learning_rate': 7.800412707350163e-07, 'rewards/chosen': -2.3167967796325684, 'rewards/rejected': -20.256250381469727, 'rewards/accuracies': 0.9375, 'rewards/margins': 17.942968368530273, 'logps/chosen': -283.95001220703125, 'logps/rejected': -332.07501220703125, 'logits/chosen': -10.018750190734863, 'logits/rejected': -9.678125381469727, 'epoch': 1.66}
{'loss': 0.1534, 'grad_norm': 27.557384490966797, 'learning_rate': 7.770804603288228e-07, 'rewards/chosen': -1.153564453125, 'rewards/rejected': -16.678125381469727, 'rewards/accuracies': 0.9437500238418579, 'rewards/margins': 15.516406059265137, 'logps/chosen': -338.1499938964844, 'logps/rejected': -289.7749938964844, 'logits/chosen': -10.087499618530273, 'logits/rejected': -9.731249809265137, 'epoch': 1.66}
{'eval_loss': 0.25500860810279846, 'eval_runtime': 68.852, 'eval_samples_per_second': 13.841, 'eval_steps_per_second': 1.743, 'eval_rewards/chosen': -0.6434570550918579, 'eval_rewards/rejected': -19.32356834411621, 'eval_rewards/accuracies': 0.8843749761581421, 'eval_rewards/margins': 18.691991806030273, 'eval_logps/chosen': -384.64166259765625, 'eval_logps/rejected': -239.25833129882812, 'eval_logits/chosen': -10.026823043823242, 'eval_logits/rejected': -10.127864837646484, 'epoch': 1.67}
{'loss': 0.1251, 'grad_norm': 11.081857681274414, 'learning_rate': 7.741064016279087e-07, 'rewards/chosen': -1.22265625, 'rewards/rejected': -18.203125, 'rewards/accuracies': 0.9437500238418579, 'rewards/margins': 16.984375, 'logps/chosen': -330.5625, 'logps/rejected': -323.54998779296875, 'logits/chosen': -9.951562881469727, 'logits/rejected': -9.631250381469727, 'epoch': 1.67}
{'loss': 0.1263, 'grad_norm': 12.377519607543945, 'learning_rate': 7.711192681443678e-07, 'rewards/chosen': -0.4476562440395355, 'rewards/rejected': -16.839061737060547, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 16.385156631469727, 'logps/chosen': -347.625, 'logps/rejected': -287.3999938964844, 'logits/chosen': -10.037500381469727, 'logits/rejected': -9.821874618530273, 'epoch': 1.67}
{'loss': 0.1404, 'grad_norm': 15.6784086227417, 'learning_rate': 7.681192341531013e-07, 'rewards/chosen': -1.143164038658142, 'rewards/rejected': -15.957812309265137, 'rewards/accuracies': 0.9437500238418579, 'rewards/margins': 14.82421875, 'logps/chosen': -327.42498779296875, 'logps/rejected': -324.1000061035156, 'logits/chosen': -10.199999809265137, 'logits/rejected': -9.84375, 'epoch': 1.68}
{'loss': 0.1581, 'grad_norm': 14.282572746276855, 'learning_rate': 7.651064746816499e-07, 'rewards/chosen': -1.5623047351837158, 'rewards/rejected': -20.831249237060547, 'rewards/accuracies': 0.9375, 'rewards/margins': 19.301563262939453, 'logps/chosen': -254.375, 'logps/rejected': -320.3999938964844, 'logits/chosen': -10.412500381469727, 'logits/rejected': -10.0, 'epoch': 1.68}
{'loss': 0.1449, 'grad_norm': 9.908707618713379, 'learning_rate': 7.620811654999821e-07, 'rewards/chosen': 0.13164062798023224, 'rewards/rejected': -20.1015625, 'rewards/accuracies': 0.9375, 'rewards/margins': 20.224218368530273, 'logps/chosen': -463.25, 'logps/rejected': -347.29998779296875, 'logits/chosen': -9.814062118530273, 'logits/rejected': -9.609375, 'epoch': 1.69}
{'loss': 0.1666, 'grad_norm': 6.137812614440918, 'learning_rate': 7.590434831102399e-07, 'rewards/chosen': -0.7435547113418579, 'rewards/rejected': -16.359375, 'rewards/accuracies': 0.9375, 'rewards/margins': 15.625781059265137, 'logps/chosen': -333.0375061035156, 'logps/rejected': -295.1499938964844, 'logits/chosen': -9.981249809265137, 'logits/rejected': -9.731249809265137, 'epoch': 1.69}
{'loss': 0.1755, 'grad_norm': 32.19708251953125, 'learning_rate': 7.559936047364415e-07, 'rewards/chosen': -1.3279297351837158, 'rewards/rejected': -15.15625, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 13.84375, 'logps/chosen': -243.8249969482422, 'logps/rejected': -265.6000061035156, 'logits/chosen': -10.503125190734863, 'logits/rejected': -10.125, 'epoch': 1.7}
{'loss': 0.1743, 'grad_norm': 29.905845642089844, 'learning_rate': 7.529317083141407e-07, 'rewards/chosen': -1.548681616783142, 'rewards/rejected': -20.309375762939453, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 18.751562118530273, 'logps/chosen': -267.9750061035156, 'logps/rejected': -322.04998779296875, 'logits/chosen': -10.362500190734863, 'logits/rejected': -9.893750190734863, 'epoch': 1.7}
{'loss': 0.2679, 'grad_norm': 32.71940994262695, 'learning_rate': 7.498579724800474e-07, 'rewards/chosen': -1.8827636241912842, 'rewards/rejected': -11.8671875, 'rewards/accuracies': 0.8812500238418579, 'rewards/margins': 9.975000381469727, 'logps/chosen': -222.52499389648438, 'logps/rejected': -243.47500610351562, 'logits/chosen': -10.149999618530273, 'logits/rejected': -9.78125, 'epoch': 1.71}
{'loss': 0.1348, 'grad_norm': 3.1305174827575684, 'learning_rate': 7.467725765616035e-07, 'rewards/chosen': -0.7793945074081421, 'rewards/rejected': -18.5703125, 'rewards/accuracies': 0.956250011920929, 'rewards/margins': 17.784374237060547, 'logps/chosen': -354.1499938964844, 'logps/rejected': -320.45001220703125, 'logits/chosen': -9.815625190734863, 'logits/rejected': -9.353124618530273, 'epoch': 1.71}
{'loss': 0.1309, 'grad_norm': 19.940750122070312, 'learning_rate': 7.436757005665234e-07, 'rewards/chosen': -1.444921851158142, 'rewards/rejected': -15.212499618530273, 'rewards/accuracies': 0.9437500238418579, 'rewards/margins': 13.748437881469727, 'logps/chosen': -267.63751220703125, 'logps/rejected': -295.25, 'logits/chosen': -9.959375381469727, 'logits/rejected': -9.559374809265137, 'epoch': 1.72}
{'loss': 0.142, 'grad_norm': 27.540607452392578, 'learning_rate': 7.40567525172289e-07, 'rewards/chosen': -1.0615234375, 'rewards/rejected': -12.2421875, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 11.185937881469727, 'logps/chosen': -363.82501220703125, 'logps/rejected': -261.70001220703125, 'logits/chosen': -10.203125, 'logits/rejected': -10.059374809265137, 'epoch': 1.72}
{'loss': 0.1059, 'grad_norm': 20.898555755615234, 'learning_rate': 7.37448231715611e-07, 'rewards/chosen': 0.11611328274011612, 'rewards/rejected': -18.121875762939453, 'rewards/accuracies': 0.9312499761581421, 'rewards/margins': 18.239843368530273, 'logps/chosen': -528.9749755859375, 'logps/rejected': -314.5, 'logits/chosen': -9.946874618530273, 'logits/rejected': -9.868749618530273, 'epoch': 1.73}
{'loss': 0.1376, 'grad_norm': 31.28599739074707, 'learning_rate': 7.343180021818479e-07, 'rewards/chosen': -0.8919922113418579, 'rewards/rejected': -15.309374809265137, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 14.41015625, 'logps/chosen': -366.3999938964844, 'logps/rejected': -309.29998779296875, 'logits/chosen': -10.225000381469727, 'logits/rejected': -9.868749618530273, 'epoch': 1.73}
{'loss': 0.2114, 'grad_norm': 11.87543773651123, 'learning_rate': 7.311770191943897e-07, 'rewards/chosen': -0.993359386920929, 'rewards/rejected': -16.331249237060547, 'rewards/accuracies': 0.918749988079071, 'rewards/margins': 15.326562881469727, 'logps/chosen': -365.75, 'logps/rejected': -308.6000061035156, 'logits/chosen': -10.184374809265137, 'logits/rejected': -9.850000381469727, 'epoch': 1.74}
{'loss': 0.0935, 'grad_norm': 33.77717590332031, 'learning_rate': 7.280254660040023e-07, 'rewards/chosen': -1.183349609375, 'rewards/rejected': -18.03125, 'rewards/accuracies': 0.9624999761581421, 'rewards/margins': 16.844532012939453, 'logps/chosen': -327.25, 'logps/rejected': -315.20001220703125, 'logits/chosen': -10.153124809265137, 'logits/rejected': -9.753125190734863, 'epoch': 1.74}
{'loss': 0.2369, 'grad_norm': 23.47279167175293, 'learning_rate': 7.24863526478137e-07, 'rewards/chosen': -0.924609363079071, 'rewards/rejected': -13.018750190734863, 'rewards/accuracies': 0.887499988079071, 'rewards/margins': 12.100000381469727, 'logps/chosen': -285.07501220703125, 'logps/rejected': -263.6499938964844, 'logits/chosen': -10.046875, 'logits/rejected': -9.824999809265137, 'epoch': 1.75}
{'loss': 0.2101, 'grad_norm': 27.416805267333984, 'learning_rate': 7.216913850902038e-07, 'rewards/chosen': -1.5107421875, 'rewards/rejected': -13.557812690734863, 'rewards/accuracies': 0.9125000238418579, 'rewards/margins': 12.046875, 'logps/chosen': -197.89999389648438, 'logps/rejected': -261.70001220703125, 'logits/chosen': -10.1875, 'logits/rejected': -9.824999809265137, 'epoch': 1.75}
{'loss': 0.1892, 'grad_norm': 24.227134704589844, 'learning_rate': 7.185092269088068e-07, 'rewards/chosen': -0.711230456829071, 'rewards/rejected': -13.315625190734863, 'rewards/accuracies': 0.9437500238418579, 'rewards/margins': 12.6015625, 'logps/chosen': -262.625, 'logps/rejected': -265.29998779296875, 'logits/chosen': -9.890625, 'logits/rejected': -9.653124809265137, 'epoch': 1.76}
{'loss': 0.2271, 'grad_norm': 34.30827331542969, 'learning_rate': 7.153172375869499e-07, 'rewards/chosen': -1.769140601158142, 'rewards/rejected': -15.564062118530273, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 13.785937309265137, 'logps/chosen': -199.72500610351562, 'logps/rejected': -288.5, 'logits/chosen': -10.003125190734863, 'logits/rejected': -9.5625, 'epoch': 1.76}
{'loss': 0.1183, 'grad_norm': 6.002546310424805, 'learning_rate': 7.121156033512029e-07, 'rewards/chosen': 0.535205066204071, 'rewards/rejected': -15.959375381469727, 'rewards/accuracies': 0.956250011920929, 'rewards/margins': 16.493749618530273, 'logps/chosen': -451.8999938964844, 'logps/rejected': -282.82501220703125, 'logits/chosen': -9.4921875, 'logits/rejected': -9.503125190734863, 'epoch': 1.77}
{'loss': 0.1144, 'grad_norm': 5.35817289352417, 'learning_rate': 7.089045109908382e-07, 'rewards/chosen': -0.35869139432907104, 'rewards/rejected': -15.434374809265137, 'rewards/accuracies': 0.96875, 'rewards/margins': 15.071874618530273, 'logps/chosen': -348.5874938964844, 'logps/rejected': -266.125, 'logits/chosen': -9.889062881469727, 'logits/rejected': -9.618749618530273, 'epoch': 1.77}
{'loss': 0.1766, 'grad_norm': 12.852961540222168, 'learning_rate': 7.056841478469327e-07, 'rewards/chosen': -1.6012694835662842, 'rewards/rejected': -11.139062881469727, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 9.533594131469727, 'logps/chosen': -251.96249389648438, 'logps/rejected': -253.25, 'logits/chosen': -10.109375, 'logits/rejected': -9.684374809265137, 'epoch': 1.78}
{'loss': 0.2153, 'grad_norm': 21.26644515991211, 'learning_rate': 7.024547018014381e-07, 'rewards/chosen': -1.2863280773162842, 'rewards/rejected': -22.310937881469727, 'rewards/accuracies': 0.90625, 'rewards/margins': 21.029687881469727, 'logps/chosen': -391.1499938964844, 'logps/rejected': -356.1000061035156, 'logits/chosen': -9.978124618530273, 'logits/rejected': -9.721875190734863, 'epoch': 1.78}
{'loss': 0.1778, 'grad_norm': 29.904542922973633, 'learning_rate': 6.992163612662187e-07, 'rewards/chosen': -1.833984375, 'rewards/rejected': -20.917186737060547, 'rewards/accuracies': 0.9437500238418579, 'rewards/margins': 19.060937881469727, 'logps/chosen': -340.3500061035156, 'logps/rejected': -325.0, 'logits/chosen': -10.153124809265137, 'logits/rejected': -9.746874809265137, 'epoch': 1.79}
{'loss': 0.1789, 'grad_norm': 26.16705322265625, 'learning_rate': 6.959693151720607e-07, 'rewards/chosen': -1.6882812976837158, 'rewards/rejected': -15.560937881469727, 'rewards/accuracies': 0.9312499761581421, 'rewards/margins': 13.873437881469727, 'logps/chosen': -316.54998779296875, 'logps/rejected': -288.25, 'logits/chosen': -10.203125, 'logits/rejected': -9.856249809265137, 'epoch': 1.79}
{'loss': 0.1464, 'grad_norm': 7.198969841003418, 'learning_rate': 6.927137529576484e-07, 'rewards/chosen': -1.923437476158142, 'rewards/rejected': -20.590625762939453, 'rewards/accuracies': 0.956250011920929, 'rewards/margins': 18.680469512939453, 'logps/chosen': -274.5249938964844, 'logps/rejected': -335.3500061035156, 'logits/chosen': -10.396875381469727, 'logits/rejected': -9.768750190734863, 'epoch': 1.79}
{'loss': 0.2156, 'grad_norm': 43.79460525512695, 'learning_rate': 6.894498645585123e-07, 'rewards/chosen': -0.38310545682907104, 'rewards/rejected': -21.909374237060547, 'rewards/accuracies': 0.9437500238418579, 'rewards/margins': 21.535938262939453, 'logps/chosen': -479.20001220703125, 'logps/rejected': -364.1000061035156, 'logits/chosen': -9.743749618530273, 'logits/rejected': -9.428125381469727, 'epoch': 1.8}
{'loss': 0.1742, 'grad_norm': 21.290925979614258, 'learning_rate': 6.861778403959476e-07, 'rewards/chosen': -1.3992187976837158, 'rewards/rejected': -18.075000762939453, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 16.680469512939453, 'logps/chosen': -367.8999938964844, 'logps/rejected': -326.1000061035156, 'logits/chosen': -9.987500190734863, 'logits/rejected': -9.646875381469727, 'epoch': 1.8}
{'loss': 0.2523, 'grad_norm': 16.050668716430664, 'learning_rate': 6.828978713659058e-07, 'rewards/chosen': -1.576562523841858, 'rewards/rejected': -23.528905868530273, 'rewards/accuracies': 0.8999999761581421, 'rewards/margins': 21.927734375, 'logps/chosen': -392.125, 'logps/rejected': -377.3500061035156, 'logits/chosen': -9.798437118530273, 'logits/rejected': -9.446874618530273, 'epoch': 1.81}
{'loss': 0.1723, 'grad_norm': 19.976051330566406, 'learning_rate': 6.796101488278559e-07, 'rewards/chosen': -2.658203125, 'rewards/rejected': -17.390625, 'rewards/accuracies': 0.918749988079071, 'rewards/margins': 14.724218368530273, 'logps/chosen': -217.52499389648438, 'logps/rejected': -311.70001220703125, 'logits/chosen': -10.425000190734863, 'logits/rejected': -9.940625190734863, 'epoch': 1.81}
{'loss': 0.1444, 'grad_norm': 23.17721176147461, 'learning_rate': 6.763148645936215e-07, 'rewards/chosen': -2.08984375, 'rewards/rejected': -22.2109375, 'rewards/accuracies': 0.9437500238418579, 'rewards/margins': 20.1484375, 'logps/chosen': -335.0249938964844, 'logps/rejected': -358.54998779296875, 'logits/chosen': -10.337499618530273, 'logits/rejected': -9.8125, 'epoch': 1.82}
{'loss': 0.3385, 'grad_norm': 53.60272979736328, 'learning_rate': 6.73012210916189e-07, 'rewards/chosen': -3.3871092796325684, 'rewards/rejected': -23.450000762939453, 'rewards/accuracies': 0.893750011920929, 'rewards/margins': 20.047657012939453, 'logps/chosen': -240.1750030517578, 'logps/rejected': -364.45001220703125, 'logits/chosen': -10.387499809265137, 'logits/rejected': -9.903124809265137, 'epoch': 1.82}
{'loss': 0.147, 'grad_norm': 21.56484031677246, 'learning_rate': 6.697023804784926e-07, 'rewards/chosen': -2.039843797683716, 'rewards/rejected': -16.267187118530273, 'rewards/accuracies': 0.9437500238418579, 'rewards/margins': 14.228124618530273, 'logps/chosen': -312.32501220703125, 'logps/rejected': -296.25, 'logits/chosen': -10.431249618530273, 'logits/rejected': -10.046875, 'epoch': 1.83}
{'loss': 0.2231, 'grad_norm': 36.30801010131836, 'learning_rate': 6.663855663821708e-07, 'rewards/chosen': -2.0531249046325684, 'rewards/rejected': -19.293750762939453, 'rewards/accuracies': 0.9125000238418579, 'rewards/margins': 17.232812881469727, 'logps/chosen': -320.7250061035156, 'logps/rejected': -315.9750061035156, 'logits/chosen': -10.34375, 'logits/rejected': -10.053125381469727, 'epoch': 1.83}
{'loss': 0.1646, 'grad_norm': 27.27121925354004, 'learning_rate': 6.63061962136303e-07, 'rewards/chosen': -1.65234375, 'rewards/rejected': -20.481250762939453, 'rewards/accuracies': 0.9375, 'rewards/margins': 18.826562881469727, 'logps/chosen': -318.7749938964844, 'logps/rejected': -339.3500061035156, 'logits/chosen': -10.303125381469727, 'logits/rejected': -9.818750381469727, 'epoch': 1.84}
{'loss': 0.1888, 'grad_norm': 20.725154876708984, 'learning_rate': 6.597317616461175e-07, 'rewards/chosen': -2.09375, 'rewards/rejected': -17.426563262939453, 'rewards/accuracies': 0.9437500238418579, 'rewards/margins': 15.34375, 'logps/chosen': -240.9250030517578, 'logps/rejected': -287.45001220703125, 'logits/chosen': -10.3125, 'logits/rejected': -9.915624618530273, 'epoch': 1.84}
{'loss': 0.0746, 'grad_norm': 21.271724700927734, 'learning_rate': 6.563951592016802e-07, 'rewards/chosen': -0.28300780057907104, 'rewards/rejected': -25.432811737060547, 'rewards/accuracies': 0.96875, 'rewards/margins': 25.12890625, 'logps/chosen': -517.3250122070312, 'logps/rejected': -405.04998779296875, 'logits/chosen': -9.768750190734863, 'logits/rejected': -9.481249809265137, 'epoch': 1.85}
{'loss': 0.184, 'grad_norm': 48.503746032714844, 'learning_rate': 6.530523494665587e-07, 'rewards/chosen': -1.3527343273162842, 'rewards/rejected': -18.493749618530273, 'rewards/accuracies': 0.9125000238418579, 'rewards/margins': 17.146093368530273, 'logps/chosen': -406.79998779296875, 'logps/rejected': -320.6499938964844, 'logits/chosen': -10.146875381469727, 'logits/rejected': -9.865625381469727, 'epoch': 1.85}
{'loss': 0.2318, 'grad_norm': 19.407695770263672, 'learning_rate': 6.497035274664654e-07, 'rewards/chosen': -3.0162110328674316, 'rewards/rejected': -18.548437118530273, 'rewards/accuracies': 0.918749988079071, 'rewards/margins': 15.513280868530273, 'logps/chosen': -235.89999389648438, 'logps/rejected': -326.29998779296875, 'logits/chosen': -10.362500190734863, 'logits/rejected': -9.921875, 'epoch': 1.86}
{'loss': 0.1309, 'grad_norm': 9.447164535522461, 'learning_rate': 6.463488885778794e-07, 'rewards/chosen': -2.1839356422424316, 'rewards/rejected': -23.518749237060547, 'rewards/accuracies': 0.9437500238418579, 'rewards/margins': 21.346874237060547, 'logps/chosen': -351.20001220703125, 'logps/rejected': -358.6000061035156, 'logits/chosen': -10.096875190734863, 'logits/rejected': -9.668749809265137, 'epoch': 1.86}
{'loss': 0.0961, 'grad_norm': 29.005231857299805, 'learning_rate': 6.429886285166483e-07, 'rewards/chosen': -1.23046875, 'rewards/rejected': -19.3359375, 'rewards/accuracies': 0.9624999761581421, 'rewards/margins': 18.1171875, 'logps/chosen': -381.1000061035156, 'logps/rejected': -310.25, 'logits/chosen': -9.832812309265137, 'logits/rejected': -9.737500190734863, 'epoch': 1.87}
{'loss': 0.1943, 'grad_norm': 23.620771408081055, 'learning_rate': 6.396229433265687e-07, 'rewards/chosen': -2.870312452316284, 'rewards/rejected': -22.5, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 19.6328125, 'logps/chosen': -320.67498779296875, 'logps/rejected': -380.6000061035156, 'logits/chosen': -10.043749809265137, 'logits/rejected': -9.546875, 'epoch': 1.87}
{'loss': 0.1682, 'grad_norm': 30.20806312561035, 'learning_rate': 6.362520293679493e-07, 'rewards/chosen': -2.940234422683716, 'rewards/rejected': -23.385936737060547, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 20.462499618530273, 'logps/chosen': -226.10000610351562, 'logps/rejected': -354.04998779296875, 'logits/chosen': -10.368749618530273, 'logits/rejected': -9.896875381469727, 'epoch': 1.88}
{'loss': 0.1702, 'grad_norm': 40.01914596557617, 'learning_rate': 6.328760833061553e-07, 'rewards/chosen': -1.79296875, 'rewards/rejected': -18.634374618530273, 'rewards/accuracies': 0.9437500238418579, 'rewards/margins': 16.821874618530273, 'logps/chosen': -349.6499938964844, 'logps/rejected': -311.79998779296875, 'logits/chosen': -10.328125, 'logits/rejected': -9.975000381469727, 'epoch': 1.88}
{'loss': 0.1401, 'grad_norm': 18.574560165405273, 'learning_rate': 6.294953021001338e-07, 'rewards/chosen': -2.28515625, 'rewards/rejected': -17.410938262939453, 'rewards/accuracies': 0.956250011920929, 'rewards/margins': 15.140625, 'logps/chosen': -281.20001220703125, 'logps/rejected': -298.95001220703125, 'logits/chosen': -10.356249809265137, 'logits/rejected': -9.965624809265137, 'epoch': 1.89}
{'loss': 0.1672, 'grad_norm': 28.07599449157715, 'learning_rate': 6.261098829909233e-07, 'rewards/chosen': -2.604687452316284, 'rewards/rejected': -15.521875381469727, 'rewards/accuracies': 0.9312499761581421, 'rewards/margins': 12.920312881469727, 'logps/chosen': -284.57501220703125, 'logps/rejected': -300.5, 'logits/chosen': -10.021875381469727, 'logits/rejected': -9.715624809265137, 'epoch': 1.89}
{'loss': 0.1924, 'grad_norm': 20.586332321166992, 'learning_rate': 6.227200234901459e-07, 'rewards/chosen': -1.316992163658142, 'rewards/rejected': -19.935937881469727, 'rewards/accuracies': 0.918749988079071, 'rewards/margins': 18.65625, 'logps/chosen': -379.42498779296875, 'logps/rejected': -330.5, 'logits/chosen': -9.684374809265137, 'logits/rejected': -9.440625190734863, 'epoch': 1.9}
{'loss': 0.1606, 'grad_norm': 36.758758544921875, 'learning_rate': 6.193259213684846e-07, 'rewards/chosen': -1.516015648841858, 'rewards/rejected': -17.965625762939453, 'rewards/accuracies': 0.918749988079071, 'rewards/margins': 16.442968368530273, 'logps/chosen': -261.42498779296875, 'logps/rejected': -328.20001220703125, 'logits/chosen': -9.865625381469727, 'logits/rejected': -9.353124618530273, 'epoch': 1.9}
{'loss': 0.1022, 'grad_norm': 19.40875816345215, 'learning_rate': 6.15927774644145e-07, 'rewards/chosen': -0.955859363079071, 'rewards/rejected': -20.017187118530273, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 19.046875, 'logps/chosen': -351.57501220703125, 'logps/rejected': -344.54998779296875, 'logits/chosen': -9.762499809265137, 'logits/rejected': -9.418749809265137, 'epoch': 1.91}
